DT,VPH,TPH,CPU,MEM,IO
1/21/2014 11:00,179876,59023,29,57.6,13
1/21/2014 12:00,170948,55472,25.3,56.4,15.7
1/21/2014 13:00,175242,55425,24.8,59.2,17.3
1/21/2014 14:00,176220,55408,25,56.2,15.1
1/21/2014 15:00,115916,38453,26.3,53,16.8
1/21/2014 16:00,129794,46227,28.8,53.6,15.5
1/21/2014 17:00,138493,51503,28.7,59.4,18.8
1/21/2014 18:00,139378,46720,33.6,52.6,14.2
1/21/2014 19:00,178777,52746,30,55.1,14.9
1/21/2014 20:00,160787,54878,28.4,55.6,14.3
1/21/2014 21:00,175759,49586,22.9,54.8,13.7
1/21/2014 22:00,128504,47768,23.9,53.6,16.2
1/21/2014 23:00,78661,27569,27,46.9,12.4
1/22/2014 0:00,59390,18133,21.3,44.8,12.2
1/22/2014 1:00,23082,7414,18.1,39.3,15
1/22/2014 2:00,4740,1530,14.7,42,11.6
1/22/2014 3:00,1199,416,16.7,36.5,17.2
1/22/2014 4:00,4138,1497,17.8,42.7,15.6
1/22/2014 5:00,16284,5100,9.7,41.8,17.5
1/22/2014 6:00,24636,9105,16.3,45.8,11.3
1/22/2014 7:00,76183,24374,20.4,50.8,12.1
1/22/2014 8:00,74279,24864,15.3,49.3,14.4
1/22/2014 9:00,168487,52032,32.2,57.9,14.8
1/22/2014 10:00,179699,65554,32.9,59,9.2
1/22/2014 11:00,133650,50952,26.8,56.5,17.5
1/22/2014 12:00,141935,47689,26.7,49.4,12.1
1/22/2014 13:00,175737,57848,33.5,53.6,14.7
1/22/2014 14:00,191997,63875,25.7,60,15.3
1/22/2014 15:00,140480,50647,23.1,53.8,12.3
1/22/2014 16:00,151442,49721,25.4,50.5,12.2
1/22/2014 17:00,128237,40759,19.1,50.4,13.2
1/22/2014 18:00,161766,51029,23.8,59,12.7
1/22/2014 19:00,128171,43798,22.1,49.6,12.2
1/22/2014 20:00,150298,46726,26.3,53.3,14.2
1/22/2014 21:00,126377,43989,29,52.4,14.4
1/22/2014 22:00,133510,46762,26.3,50.4,13
1/22/2014 23:00,85093,26845,19.8,42.7,12.8
1/23/2014 0:00,42556,14147,22.1,38,12.7
1/23/2014 1:00,30239,9547,13,42.1,11.4
1/23/2014 2:00,5185,1705,14.7,39.6,13.5
1/23/2014 3:00,961,348,16,45.2,11.8
1/23/2014 4:00,7292,2449,19.9,41.9,15.2
1/23/2014 5:00,21915,7533,15.7,40.3,13.8
1/23/2014 6:00,64882,22158,20.5,43.7,15.9
1/23/2014 7:00,79032,29331,22.1,39.9,11.6
1/23/2014 8:00,132843,42112,22.3,51.3,15.8
1/23/2014 9:00,236225,76138,36.8,60.7,12.3
1/23/2014 10:00,324673,109024,36.9,75.2,14.9
1/23/2014 11:00,348244,114538,42.6,67.8,13.5
1/23/2014 12:00,384247,124239,47.8,80.8,16.2
1/23/2014 13:00,306111,103414,45.3,68.5,10
1/23/2014 14:00,269284,98017,39.9,62.6,14
1/23/2014 15:00,316877,95717,40.6,67,15.3
1/23/2014 16:00,294898,101327,40.7,74.2,16.7
1/23/2014 17:00,225485,83898,35.1,66.6,13
1/23/2014 18:00,276503,83049,32.4,63.8,11.8
1/23/2014 19:00,250312,79031,36.8,61,12
1/23/2014 20:00,188516,67412,31,64.2,12.1
1/23/2014 21:00,188909,71574,33.5,61.7,13.5
1/23/2014 22:00,148104,51258,25.1,59.4,13.4
1/23/2014 23:00,89555,29896,19.3,51.4,15.6
1/24/2014 0:00,40878,13772,18.5,43.9,11.9
1/24/2014 1:00,22385,8521,18,44.5,11.1
1/24/2014 2:00,6535,2167,13.1,37.6,12.7
1/24/2014 3:00,1559,495,18.7,41.7,12.5
1/24/2014 4:00,6806,1913,13.4,36,14.6
1/24/2014 5:00,14002,4877,21.5,35.7,12.2
1/24/2014 6:00,54931,17903,19.8,45.8,15.5
1/24/2014 7:00,49231,18505,21.3,45.7,12.6
1/24/2014 8:00,83135,27951,26.4,48.4,11.1
1/24/2014 9:00,113721,38086,19.6,51,16.9
1/24/2014 10:00,169682,52118,28.3,55.9,11.2
1/24/2014 11:00,149311,48698,24.1,57.1,11.1
1/24/2014 12:00,176041,59496,29.4,62.3,17.2
1/24/2014 13:00,134458,44586,26.5,49.6,11.8
1/24/2014 14:00,120268,40488,24.4,55.6,14.2
1/24/2014 15:00,131407,46555,23.4,56.8,16
1/24/2014 16:00,154517,54103,31,51.7,12
1/24/2014 17:00,130587,40729,24.6,54.8,12
1/24/2014 18:00,146755,50264,25.6,48.9,13
1/24/2014 19:00,140001,46745,29.2,50.8,16.1
1/24/2014 20:00,126184,43634,27.8,52.6,14.3
1/24/2014 21:00,130984,43156,27.9,50.6,12.9
1/24/2014 22:00,106417,35848,18.4,49.3,16.9
1/24/2014 23:00,77388,26215,21.1,41.5,16.6
1/25/2014 0:00,39609,13530,16.9,35,9.2
1/25/2014 1:00,22093,7118,15.5,41.6,13.4
1/25/2014 2:00,3627,1126,13.6,41.6,12.3
1/25/2014 3:00,904,298,13.2,43.8,12.5
1/25/2014 4:00,4638,1572,17.9,40.3,14
1/25/2014 5:00,13893,4851,16.7,45.6,14.9
1/25/2014 6:00,22003,6798,22.4,44.9,14.2
1/25/2014 7:00,55509,18200,15.8,49.2,12.4
1/25/2014 8:00,73012,26548,27.3,50,11.1
1/25/2014 9:00,70115,25775,17.7,47.3,14.6
1/25/2014 10:00,152317,47672,27.4,58.5,14
1/25/2014 11:00,150956,50434,33,51.4,13.6
1/25/2014 12:00,159067,55785,26.3,46.5,13.3
1/25/2014 13:00,188803,53748,34.6,55.2,14.7
1/25/2014 14:00,152090,49172,27.6,54.2,17.3
1/25/2014 15:00,121785,40951,24.6,53.2,11.3
1/25/2014 16:00,90594,31302,24.6,48.8,15
1/25/2014 17:00,53527,19062,20.9,49.9,11.1
1/25/2014 18:00,131294,42853,28.8,54.7,11.6
1/25/2014 19:00,61029,22232,19.1,52.2,13.2
1/25/2014 20:00,108307,32717,22.2,51,8.9
1/25/2014 21:00,100816,34102,26.2,52.5,16.5
1/25/2014 22:00,76363,26673,21.4,45.6,16.5
1/25/2014 23:00,54673,19941,20.8,46.2,11.5
1/26/2014 0:00,49654,15522,21.3,48.6,12.6
1/26/2014 1:00,26843,8852,17,42.4,14.9
1/26/2014 2:00,3021,988,12.6,38.8,14.3
1/26/2014 3:00,1363,467,15.2,38.1,14.4
1/26/2014 4:00,1041,321,18.4,44.4,12
1/26/2014 5:00,4643,1602,20.1,42.6,15.4
1/26/2014 6:00,24401,8472,18,45,13.2
1/26/2014 7:00,31533,11112,10,45.7,13.8
1/26/2014 8:00,36748,11738,21.3,40.4,10.3
1/26/2014 9:00,62746,20187,22.7,43.9,15.3
1/26/2014 10:00,89222,33369,24.2,51.1,14
1/26/2014 11:00,113391,38609,26.6,48.2,16.4
1/26/2014 12:00,147479,48122,30.3,51.5,13
1/26/2014 13:00,123953,44391,27,52.4,10.2
1/26/2014 14:00,138598,46604,25.1,54.9,12.4
1/26/2014 15:00,153801,47672,25.5,53.2,17.3
1/26/2014 16:00,120760,42250,26.3,52.8,14
1/26/2014 17:00,137677,44488,24,56.6,9.9
1/26/2014 18:00,140821,43165,23.5,47.6,15.6
1/26/2014 19:00,173758,53548,27.4,51.8,13.9
1/26/2014 20:00,159392,52872,24.7,53.9,12.1
1/26/2014 21:00,175751,62245,28.9,60.1,15.6
1/26/2014 22:00,84369,29526,22.8,53.9,16
1/26/2014 23:00,76670,22644,23.1,48.5,15.9
1/27/2014 0:00,47344,16413,15.1,46.1,14.6
1/27/2014 1:00,29614,9952,13.2,41.9,15.9
1/27/2014 2:00,5822,1843,16.5,40.9,17
1/27/2014 3:00,1734,512,16.9,40,12.3
1/27/2014 4:00,5918,1835,13.9,38.4,10.8
1/27/2014 5:00,15072,5821,15.1,40.4,11.8
1/27/2014 6:00,39719,12985,14.3,48.2,12.8
1/27/2014 7:00,57113,18592,20.1,45.2,14.5
1/27/2014 8:00,105649,35749,22,46.2,12.6
1/27/2014 9:00,130803,44848,25.3,52.5,14.3
1/27/2014 10:00,190214,64254,32,63.5,14
1/27/2014 11:00,196560,68362,31.2,59.2,12.2
1/27/2014 12:00,211922,68423,36.4,61.1,9.7
1/27/2014 13:00,229851,71021,26.5,67.7,14.9
1/27/2014 14:00,220965,67725,36,55.9,15.4
1/27/2014 15:00,214018,74502,32.6,63.6,15
1/27/2014 16:00,201413,65800,36.4,60.8,10.7
1/27/2014 17:00,156789,55731,32.2,54.9,14.8
1/27/2014 18:00,150992,52121,23.9,51.9,14.2
1/27/2014 19:00,168395,58505,37.3,55.4,16.2
1/27/2014 20:00,198335,62062,34.1,56.8,11
1/27/2014 21:00,185244,62470,32.6,57.4,15.6
1/27/2014 22:00,136989,50691,32.4,53.1,11.9
1/27/2014 23:00,84356,29277,20.2,45.3,10.6
1/28/2014 0:00,53112,16623,15.2,38.6,13.6
1/28/2014 1:00,23814,7484,17.4,44,14.4
1/28/2014 2:00,3411,1206,19.2,46.7,10
1/28/2014 3:00,715,231,13,37.4,15.1
1/28/2014 4:00,4286,1319,13.7,39.1,16.2
1/28/2014 5:00,8501,2965,19.4,37.4,14.7
1/28/2014 6:00,61837,19111,19.2,45.8,11.3
1/28/2014 7:00,70408,23463,22.6,45.9,11.2
1/28/2014 8:00,99495,33525,27.2,46.5,12.6
1/28/2014 9:00,122467,43176,22,54.8,11.4
1/28/2014 10:00,197652,61587,27.3,62.7,8.8
1/28/2014 11:00,171965,58370,27.3,57.6,14.1
1/28/2014 12:00,225566,74708,35.4,62.5,12.8
1/28/2014 13:00,171688,61059,31.2,54.3,12.7
1/28/2014 14:00,176909,56886,31.1,54.6,15.3
1/28/2014 15:00,134931,47843,26.8,61.7,12.6
1/28/2014 16:00,156886,49177,25.4,55.5,13.7
1/28/2014 17:00,161813,48451,24.8,54.2,16.5
1/28/2014 18:00,170269,61180,29.8,59.6,14.8
1/28/2014 19:00,174923,56876,28.3,54.5,11.6
1/28/2014 20:00,170995,57655,25.6,60.5,12.7
1/28/2014 21:00,225855,67061,33.2,57.3,12.9
1/28/2014 22:00,137050,46639,23.1,49.3,10.9
1/28/2014 23:00,88529,27763,22.8,53,11.4
1/29/2014 0:00,41654,14940,16.7,46.4,9.4
1/29/2014 1:00,25718,8021,12.5,41.2,17.6
1/29/2014 2:00,3781,1433,14.3,44.3,15
1/29/2014 3:00,1360,452,17.3,43.1,16
1/29/2014 4:00,6581,2041,7.5,43.6,12.4
1/29/2014 5:00,16352,5336,16.2,44.1,16.3
1/29/2014 6:00,44722,14005,16.8,43.1,14.7
1/29/2014 7:00,97912,31074,21,51.4,15.5
1/29/2014 8:00,88984,32329,25.4,49.9,11.5
1/29/2014 9:00,148127,46510,20.6,53,13.1
1/29/2014 10:00,169254,58368,33.6,57.7,11.4
1/29/2014 11:00,202516,63213,29.4,58.6,13.6
1/29/2014 12:00,217357,70104,39.1,62.2,15.2
1/29/2014 13:00,191870,59011,24.1,59.9,12.2
1/29/2014 14:00,169444,57149,34.9,52.6,14.3
1/29/2014 15:00,145455,49798,27.1,53.6,11.7
1/29/2014 16:00,178134,58465,24.5,56.5,13.1
1/29/2014 17:00,155128,51668,33.2,53,12.8
1/29/2014 18:00,162483,53270,19.1,56.7,14.8
1/29/2014 19:00,183557,63355,28.6,60,15
1/29/2014 20:00,211549,59407,33.9,59.7,15.1
1/29/2014 21:00,183902,62490,34.6,59.2,14
1/29/2014 22:00,145210,52977,29.3,54.3,14.3
1/29/2014 23:00,91636,29324,26.8,50.5,14.9
1/30/2014 0:00,50265,17889,19.8,43.4,13.4
1/30/2014 1:00,28973,9156,17.5,42,13.6
1/30/2014 2:00,3582,1093,17,40.6,15.6
1/30/2014 3:00,733,235,10.2,40.1,13.9
1/30/2014 4:00,3647,1374,11.8,39.4,17.4
1/30/2014 5:00,14195,4290,16.3,42.2,12
1/30/2014 6:00,27409,9353,17.1,38,14.1
1/30/2014 7:00,55071,18329,22.2,44.5,12.8
1/30/2014 8:00,87891,28464,26.7,48.1,14.9
1/30/2014 9:00,154031,51384,28.7,54.5,15.4
1/30/2014 10:00,168160,57746,29.9,53,13.3
1/30/2014 11:00,188834,65818,27.5,59.5,15.6
1/30/2014 12:00,241949,69995,30.2,60.1,16.7
1/30/2014 13:00,207852,71861,33,61.8,13.2
1/30/2014 14:00,165111,55784,31.5,59.2,10.4
1/30/2014 15:00,159026,51709,22.1,55.4,16.1
1/30/2014 16:00,211483,69858,32.8,62.9,13.9
1/30/2014 17:00,149356,54143,31.7,57.2,10.8
1/30/2014 18:00,158023,52761,26,53.7,15.4
1/30/2014 19:00,208608,67383,27.1,59.7,11.3
1/30/2014 20:00,166360,54034,29.2,58.3,14.3
1/30/2014 21:00,197575,60680,28.9,48.5,13.9
1/30/2014 22:00,145714,53536,35.1,53,12.9
1/30/2014 23:00,86587,29170,19.6,50.8,12.6
1/31/2014 0:00,48974,17556,16.1,50.7,12.8
1/31/2014 1:00,26209,8541,15.6,43.4,11.1
1/31/2014 2:00,7038,2506,20.8,47.6,12
1/31/2014 3:00,1208,380,15.6,40.4,12.8
1/31/2014 4:00,4225,1401,11.6,43,12.7
1/31/2014 5:00,15909,5216,20.7,39.3,11.9
1/31/2014 6:00,37478,12360,13.7,40.1,11.5
1/31/2014 7:00,50369,16970,15.7,44.5,14.4
1/31/2014 8:00,103101,30889,23.9,49.6,13.1
1/31/2014 9:00,117262,41819,23.6,55.9,11.6
1/31/2014 10:00,123744,46680,27.2,55,15.4
1/31/2014 11:00,164858,59760,33.7,55.9,12.4
1/31/2014 12:00,191032,67829,34.2,61.2,13.3
1/31/2014 13:00,163500,60210,24.7,53.7,12.2
1/31/2014 14:00,190626,68152,32,68.5,11.4
1/31/2014 15:00,144892,45739,26.4,55.1,11.9
1/31/2014 16:00,141949,52146,31.6,52.8,12.9
1/31/2014 17:00,155901,55620,30.8,54,11.2
1/31/2014 18:00,132031,49339,24.8,53.1,16.4
1/31/2014 19:00,154628,47436,23.3,56.2,15.9
1/31/2014 20:00,133182,47552,24.1,56.5,13.6
1/31/2014 21:00,174937,56466,25.9,56.9,12.8
1/31/2014 22:00,156628,48294,25.9,54.6,15.6
1/31/2014 23:00,83887,29568,23.2,51.1,14.1
2/1/2014 0:00,50606,17789,16.6,46.1,15
2/1/2014 1:00,26741,8755,18.6,38.7,15.4
2/1/2014 2:00,4806,1462,14.6,45.3,11.5
2/1/2014 3:00,777,278,12.7,38.9,13.8
2/1/2014 4:00,3626,1220,11.6,44,17.8
2/1/2014 5:00,19285,6212,13.4,43.9,16.2
2/1/2014 6:00,26585,8779,19.8,44.8,16
2/1/2014 7:00,33124,10532,15.5,44.7,16.3
2/1/2014 8:00,67778,24769,20.9,47.4,14.5
2/1/2014 9:00,161724,52112,30.4,55,13.5
2/1/2014 10:00,151852,50203,24.1,55.1,14.7
2/1/2014 11:00,148175,48980,29.3,53.1,15.1
2/1/2014 12:00,144439,55061,27.2,57.3,13.1
2/1/2014 13:00,148620,50831,30.3,54.4,9.3
2/1/2014 14:00,146247,47352,28.7,55.3,16.7
2/1/2014 15:00,132416,42114,31.5,49,13.7
2/1/2014 16:00,127591,41191,22.2,55.2,14.5
2/1/2014 17:00,151055,46704,26.2,53.8,14.3
2/1/2014 18:00,65786,23915,16.6,47.3,15.2
2/1/2014 19:00,97168,34100,22.8,50.9,12.3
2/1/2014 20:00,111833,34166,25,49.9,15.4
2/1/2014 21:00,114285,36730,28.2,45.3,14.3
2/1/2014 22:00,60994,22058,13.5,44.8,13.9
2/1/2014 23:00,62951,21903,16.6,48.2,12.8
2/2/2014 0:00,55844,17527,18.7,43.4,15
2/2/2014 1:00,29940,9014,15.5,43.8,12.3
2/2/2014 2:00,6766,2362,17.7,40.8,10
2/2/2014 3:00,788,299,17.6,39.2,11.8
2/2/2014 4:00,1601,499,15.9,39.2,15.4
2/2/2014 5:00,10232,3469,16.6,40.5,12.2
2/2/2014 6:00,1150,403,16.9,36.6,17.1
2/2/2014 7:00,40628,13280,23.8,44.2,14.9
2/2/2014 8:00,44812,15020,15,44,14.7
2/2/2014 9:00,73977,24510,25,47.5,14.5
2/2/2014 10:00,112255,38875,21.3,49.3,13.5
2/2/2014 11:00,118538,45209,23.6,58.5,16.3
2/2/2014 12:00,174064,57156,30.2,55.9,13.4
2/2/2014 13:00,194107,61248,29.3,55.9,14
2/2/2014 14:00,150590,48410,29.2,51.8,10.1
2/2/2014 15:00,123887,42015,29,52.7,15.4
2/2/2014 16:00,97809,29649,24.5,51.1,15.6
2/2/2014 17:00,175737,59792,31.6,55.8,15.2
2/2/2014 18:00,134574,45590,30.2,57.8,12.8
2/2/2014 19:00,173349,52247,30.5,49.6,13.7
2/2/2014 20:00,162235,49798,32.9,54.9,11.9
2/2/2014 21:00,120904,43013,24.5,51.9,15.1
2/2/2014 22:00,102020,39496,25.3,54.9,15.4
2/2/2014 23:00,90528,28215,16.9,48.7,14.9
2/3/2014 0:00,58024,18003,18.1,43.9,12.4
2/3/2014 1:00,27491,9286,18.7,40.3,12.2
2/3/2014 2:00,5267,1763,16,35.2,15
2/3/2014 3:00,976,312,9.3,37.6,10.1
2/3/2014 4:00,4710,1468,15.4,35.4,11.9
2/3/2014 5:00,16844,6090,15.1,37.1,16.9
2/3/2014 6:00,43234,15638,25.3,44.5,14
2/3/2014 7:00,91599,28654,19.4,52.1,14.5
2/3/2014 8:00,99566,37114,24.1,51.7,13
2/3/2014 9:00,147878,49941,23.5,52.3,11.2
2/3/2014 10:00,201159,70799,35.8,62.2,13.6
2/3/2014 11:00,213572,74460,31.3,63.9,13.5
2/3/2014 12:00,213931,74835,33.3,72,14.2
2/3/2014 13:00,158195,51779,30.8,50.8,11.5
2/3/2014 14:00,173362,59534,28.5,58.3,15
2/3/2014 15:00,250640,78039,33,57.9,13.7
2/3/2014 16:00,191265,63553,29.8,62.6,13
2/3/2014 17:00,159296,56251,26.8,57.8,16.2
2/3/2014 18:00,194922,61298,30.6,61.6,11.3
2/3/2014 19:00,158290,52318,24.4,57.3,10.9
2/3/2014 20:00,190388,68953,33.9,64.6,15.4
2/3/2014 21:00,170735,56342,28,56.3,12.6
2/3/2014 22:00,176483,54674,32.1,55.6,16.1
2/3/2014 23:00,105873,35241,22.6,47.1,13.4
2/4/2014 0:00,44283,16735,22.7,49.2,14.2
2/4/2014 1:00,27149,8901,21.2,44.4,17.3
2/4/2014 2:00,5621,1991,16.4,43.4,19.1
2/4/2014 3:00,892,323,13.6,40,12.3
2/4/2014 4:00,4465,1388,12.8,41,14.6
2/4/2014 5:00,24391,7908,19.3,43,11.6
2/4/2014 6:00,44413,15341,18.6,40.1,13.9
2/4/2014 7:00,37489,13155,16.4,40.1,16
2/4/2014 8:00,107343,35906,24.1,51.4,15.4
2/4/2014 9:00,132599,48051,25.5,50.5,10.6
2/4/2014 10:00,240646,79179,35.2,61.2,16.1
2/4/2014 11:00,226293,76514,30.1,65.4,13.4
2/4/2014 12:00,230829,76203,38.5,57.7,14.3
2/4/2014 13:00,197064,63896,34.8,54.5,11.2
2/4/2014 14:00,191176,63259,25.2,60.4,15.4
2/4/2014 15:00,144009,49911,28.4,52.6,11.3
2/4/2014 16:00,127350,45123,29.2,50.3,12
2/4/2014 17:00,144906,50881,29,56.8,15.1
2/4/2014 18:00,168165,60610,29.1,59.6,12.8
2/4/2014 19:00,175251,52393,27.2,56.6,11.9
2/4/2014 20:00,201296,65889,37.5,60,13.5
2/4/2014 21:00,182684,57733,29.5,58.2,13.2
2/4/2014 22:00,154051,49842,30.5,54.9,12.3
2/4/2014 23:00,77096,25233,21.2,53.2,12.4
2/5/2014 0:00,48470,17846,23.3,47,13.3
2/5/2014 1:00,23317,7797,19.3,48.6,14.8
2/5/2014 2:00,4666,1464,17.6,40.6,13.2
2/5/2014 3:00,1004,367,18.7,40.2,14.3
2/5/2014 4:00,5485,1765,19.3,40.2,10.7
2/5/2014 5:00,14953,4419,17.8,39,12.4
2/5/2014 6:00,48710,16355,17.2,48.7,13.1
2/5/2014 7:00,46178,15033,18.5,45.2,12.6
2/5/2014 8:00,85935,29635,19.8,50.5,11.5
2/5/2014 9:00,138357,43852,26.4,49.4,12.2
2/5/2014 10:00,187964,64525,29,57.3,13.3
2/5/2014 11:00,193501,60700,30,59.8,13.6
2/5/2014 12:00,187111,65547,35.8,59.2,14.2
2/5/2014 13:00,196785,67964,32.7,57.2,14.3
2/5/2014 14:00,190236,60464,24.4,56.4,10.8
2/5/2014 15:00,193432,63248,28.8,61.5,11.4
2/5/2014 16:00,139534,48621,25.6,53.5,14.1
2/5/2014 17:00,176057,55563,26.7,57.2,13.2
2/5/2014 18:00,122088,44116,20.7,52.2,16.1
2/5/2014 19:00,116159,41715,26.8,60.3,13.5
2/5/2014 20:00,169248,54547,24.4,55.2,14.7
2/5/2014 21:00,179938,62540,29.2,59.8,12.2
2/5/2014 22:00,148240,48741,22.7,55.5,11.5
2/5/2014 23:00,96754,30801,23.4,47.9,11.6
2/6/2014 0:00,59561,18312,22,40,12.2
2/6/2014 1:00,22775,8415,17.7,46.3,9.1
2/6/2014 2:00,4105,1375,13.9,42.7,15.6
2/6/2014 3:00,919,310,15.9,33.2,14
2/6/2014 4:00,3265,1027,15.6,39.9,12.6
2/6/2014 5:00,17569,5588,13.6,45.5,12.8
2/6/2014 6:00,25240,7781,17.6,43.8,12.5
2/6/2014 7:00,92483,30366,24.9,49.8,16
2/6/2014 8:00,91834,34333,24.3,51.2,13.7
2/6/2014 9:00,129724,43379,22.5,53.3,14.1
2/6/2014 10:00,209273,68061,36.2,63.7,10.7
2/6/2014 11:00,196864,64980,29.7,59.5,14.6
2/6/2014 12:00,183636,64256,30.6,57.8,13.7
2/6/2014 13:00,203046,63532,31.7,57.6,9.7
2/6/2014 14:00,162839,56578,30.9,56.7,12.6
2/6/2014 15:00,163373,50593,29.3,57,13.9
2/6/2014 16:00,178584,61105,30.3,56.6,12.8
2/6/2014 17:00,164381,51635,25.7,51.2,16.4
2/6/2014 18:00,134102,42377,25,50.6,11.5
2/6/2014 19:00,123907,41955,18.4,53.9,11.7
2/6/2014 20:00,196136,61222,29.2,63.2,14.4
2/6/2014 21:00,168276,56215,34.4,59,13.1
2/6/2014 22:00,145362,45968,25,54.4,14.5
2/6/2014 23:00,62875,26727,19.7,48.7,15.9
2/7/2014 0:00,49129,16412,24.1,47.2,12.6
2/7/2014 1:00,29028,9320,19.2,41.5,17.1
2/7/2014 2:00,4610,1692,10.1,41.2,13.1
2/7/2014 3:00,1315,397,11.5,36.5,13.7
2/7/2014 4:00,5446,1971,13.4,39.1,10.9
2/7/2014 5:00,9009,3289,14.9,37.5,16
2/7/2014 6:00,42274,12779,13.3,45.5,14.9
2/7/2014 7:00,52808,16752,26.2,49.3,11.4
2/7/2014 8:00,84912,25594,20.3,45.6,15.5
2/7/2014 9:00,104956,34720,22.9,48.5,14.4
2/7/2014 10:00,183426,57882,30.9,54.4,13.9
2/7/2014 11:00,142737,45314,23.1,57.1,17.1
2/7/2014 12:00,168807,58618,31.8,53.3,11.9
2/7/2014 13:00,162514,58260,25.2,58.2,16.8
2/7/2014 14:00,148356,49465,31.1,58.2,16.5
2/7/2014 15:00,162924,54610,29.1,59.9,16
2/7/2014 16:00,161521,53553,26,53.6,18.3
2/7/2014 17:00,141755,49932,29.4,53.2,13.7
2/7/2014 18:00,172280,56770,25.5,56.9,14.5
2/7/2014 19:00,134577,41523,26.6,51.3,9.9
2/7/2014 20:00,131441,46392,27.2,53.2,14
2/7/2014 21:00,141417,45280,23.2,49.7,15
2/7/2014 22:00,116109,37590,23.2,47.4,12.2
2/7/2014 23:00,61627,21074,19.2,46.2,13.4
2/8/2014 0:00,49195,16462,21.1,41.6,10.6
2/8/2014 1:00,20386,6786,15.8,41.7,11.5
2/8/2014 2:00,4861,1458,14.9,42.1,15.7
2/8/2014 3:00,928,316,14.9,42.2,15.3
2/8/2014 4:00,3013,1123,13.7,38.4,11.6
2/8/2014 5:00,10006,3617,18.1,40.3,16.2
2/8/2014 6:00,50344,16397,20.9,44,12.7
2/8/2014 7:00,50356,15852,19,42.7,13.5
2/8/2014 8:00,88213,26441,20.7,40.9,9
2/8/2014 9:00,103375,33765,26.4,50.2,11.3
2/8/2014 10:00,119534,40520,25.2,49.8,14
2/8/2014 11:00,108940,38318,14.6,48,13.4
2/8/2014 12:00,180797,61229,31.7,53.6,12.5
2/8/2014 13:00,146526,43756,25.6,57.8,10.5
2/8/2014 14:00,134583,44947,30.7,54.6,12.5
2/8/2014 15:00,143996,45425,27.5,52.1,14.4
2/8/2014 16:00,135821,46273,28.2,57.6,17.1
2/8/2014 17:00,88230,26985,23.7,40.5,11
2/8/2014 18:00,100929,32460,23.7,56.7,18.6
2/8/2014 19:00,88948,29129,19.8,48.9,12.3
2/8/2014 20:00,92391,31482,16.9,47.1,15.6
2/8/2014 21:00,92515,27483,20.9,55.6,12.8
2/8/2014 22:00,64143,20980,23.8,52,15.1
2/8/2014 23:00,61618,21813,17.9,50.9,10.3
2/9/2014 0:00,43996,14841,18.1,47.3,17.2
2/9/2014 1:00,23761,8083,18,47.1,15.6
2/9/2014 2:00,1920,637,11.7,43.8,15.2
2/9/2014 3:00,1248,386,19,42,13.2
2/9/2014 4:00,743,232,19.2,42.8,15
2/9/2014 5:00,6874,2187,17.5,38.7,12.2
2/9/2014 6:00,5000,1494,18.6,38.2,12.6
2/9/2014 7:00,48441,16290,21.5,42.1,13.2
2/9/2014 8:00,32820,10176,15.3,43.5,12.9
2/9/2014 9:00,79150,24414,18.4,48.3,15.1
2/9/2014 10:00,96603,33767,23.7,53.4,13.6
2/9/2014 11:00,116200,40530,23.8,52.7,12.2
2/9/2014 12:00,110993,38834,28.5,52.8,14.8
2/9/2014 13:00,146857,48097,20.3,52.4,14.6
2/9/2014 14:00,106131,38992,26.8,50.4,15.9
2/9/2014 15:00,109428,37242,21.3,51.8,12.7
2/9/2014 16:00,136904,48555,22.9,57.5,13.1
2/9/2014 17:00,114767,38164,22.4,48,14.7
2/9/2014 18:00,104930,35064,25.8,53.4,13.9
2/9/2014 19:00,164249,54282,32,55,17.5
2/9/2014 20:00,150975,47151,26.8,53.4,13.4
2/9/2014 21:00,137472,43338,29.8,51.2,14.5
2/9/2014 22:00,106053,32854,16.6,45.9,12.1
2/9/2014 23:00,82399,24484,20.8,37.6,15
2/10/2014 0:00,44356,15356,16.6,45.4,14
2/10/2014 1:00,18769,6461,14.1,40.3,14.2
2/10/2014 2:00,3915,1216,20,34.5,16.1
2/10/2014 3:00,1301,405,14.1,39,12
2/10/2014 4:00,6009,1995,16.2,41.8,13.7
2/10/2014 5:00,13809,4790,19.9,46.4,14.7
2/10/2014 6:00,27127,8634,23.3,39.7,12.4
2/10/2014 7:00,68746,24747,21.3,49.6,11.6
2/10/2014 8:00,104637,35710,24.2,49.8,12.4
2/10/2014 9:00,145356,47833,18.4,55.8,11.1
2/10/2014 10:00,185536,58466,24.8,53.5,14.1
2/10/2014 11:00,185196,62964,34.4,55.4,16
2/10/2014 12:00,207498,75051,35.3,63.3,14.7
2/10/2014 13:00,155819,54795,24.6,56.7,11.2
2/10/2014 14:00,214041,68526,27.8,64.4,14.8
2/10/2014 15:00,167721,61095,33.3,59.7,16.3
2/10/2014 16:00,186852,57996,29.9,59.1,11.8
2/10/2014 17:00,206811,73714,33.2,65.5,14.4
2/10/2014 18:00,161650,57598,30,61.4,14.6
2/10/2014 19:00,135921,48784,23.8,58.4,9.4
2/10/2014 20:00,150118,51561,29.2,59,13
2/10/2014 21:00,158839,63675,31.9,58.5,15.2
2/10/2014 22:00,121046,44443,24.6,55.3,15.4
2/10/2014 23:00,80088,26451,22.4,46.3,15.1
