Datetime,VPH,TPH,CPU,MEM,IO,StorageGB,StorageCapacityGB
1/17/2014 10:00,117880,37865,21.8,29.4,39.7,6.00186,64
1/17/2014 11:00,144262,46190,20.9,34.5,42.7,6.006265,64
1/17/2014 12:00,178464,56127,19.9,37.7,54.9,6.011618,64
1/17/2014 13:00,127185,43669,21.6,36.4,42.4,6.015783,64
1/17/2014 14:00,103429,34863,20.7,35.5,33.2,6.019107,64
1/17/2014 15:00,118831,39200,26.7,35.7,37.1,6.022846,64
1/17/2014 16:00,102630,35075,20.5,33.6,35.1,6.026191,64
1/17/2014 17:00,108188,36724,25.1,31.8,32.5,6.029693,64
1/17/2014 18:00,129686,39057,18,38.5,40.8,6.033418,64
1/17/2014 19:00,141724,45410,22,37.5,40,6.037749,64
1/17/2014 20:00,153850,46018,23.1,40.8,43.7,6.042137,64
1/17/2014 21:00,109829,36605,15.9,30.7,37,6.045628,64
1/17/2014 22:00,121634,36039,13.3,34.7,37.3,6.049065,64
1/17/2014 23:00,70260,21739,17.6,32,25.9,6.051138,64
1/18/2014 0:00,41741,13647,16.3,32.6,18.3,6.05244,64
1/18/2014 1:00,22938,7476,15.4,25.7,10.8,6.053153,64
1/18/2014 2:00,4868,1571,16.4,23.7,6.7,6.053303,64
1/18/2014 3:00,927,290,15.7,24.8,7.5,6.05333,64
1/18/2014 4:00,3901,1337,19.8,23.9,8.8,6.053458,64
1/18/2014 5:00,15787,5232,13.8,24.6,11.8,6.053957,64
1/18/2014 6:00,4737,1708,19,23.7,10.9,6.05412,64
1/18/2014 7:00,29832,9390,15.1,23.5,16.8,6.055015,64
1/18/2014 8:00,84062,25512,13.8,30.8,29.4,6.057448,64
1/18/2014 9:00,90455,30318,22.9,26.5,31.7,6.060339,64
1/18/2014 10:00,84901,30294,18.4,28.4,30,6.063228,64
1/18/2014 11:00,139204,46528,22.3,43,45.5,6.067666,64
1/18/2014 12:00,131626,43569,24.7,42.1,45.2,6.071821,64
1/18/2014 13:00,136649,44027,26.2,31,43.3,6.07602,64
1/18/2014 14:00,132320,45141,23.7,39.1,46.4,6.080324,64
1/18/2014 15:00,127252,43943,21.4,35.5,42.9,6.084515,64
1/18/2014 16:00,98722,32219,17.1,38.1,34.6,6.087588,64
1/18/2014 17:00,80661,27920,23.3,35.6,31.3,6.09025,64
1/18/2014 18:00,100925,32636,14.9,34.5,33.8,6.093363,64
1/18/2014 19:00,73583,27192,14.9,28.3,31.7,6.095956,64
1/18/2014 20:00,84050,28207,16.4,29.3,30.8,6.098646,64
1/18/2014 21:00,47771,15487,17.9,31.2,17.7,6.100123,64
1/18/2014 22:00,80041,25184,25,32.9,31.4,6.102525,64
1/18/2014 23:00,50712,18943,18.4,30,19.9,6.104331,64
1/19/2014 0:00,44055,14282,17.9,26.5,16.4,6.105693,64
1/19/2014 1:00,18275,6749,17.7,29.6,11.5,6.106337,64
1/19/2014 2:00,5760,1874,17.6,20.4,8.7,6.106516,64
1/19/2014 3:00,582,182,14.1,23.4,10.9,6.106533,64
1/19/2014 4:00,1318,415,13.9,22.4,6.1,6.106573,64
1/19/2014 5:00,3724,1182,15.7,30.6,9.4,6.106685,64
1/19/2014 6:00,21053,7531,16.8,30.1,11,6.107404,64
1/19/2014 7:00,5186,1512,18.4,27.2,9.5,6.107548,64
1/19/2014 8:00,33992,11375,15.6,30.4,17.6,6.108633,64
1/19/2014 9:00,79910,26569,18.5,28.2,31,6.111166,64
1/19/2014 10:00,88848,30889,21.8,37.9,30.9,6.114112,64
1/19/2014 11:00,72489,25146,18.8,36.2,27.7,6.11651,64
1/19/2014 12:00,114673,37163,22.8,36.5,39,6.120054,64
1/19/2014 13:00,145263,51818,23.9,37.5,42.7,6.124996,64
1/19/2014 14:00,140070,46215,18.6,37.5,46.3,6.129404,64
1/19/2014 15:00,93150,32146,16.9,37.2,33.6,6.132469,64
1/19/2014 16:00,103583,34822,17,29.1,37.1,6.13579,64
1/19/2014 17:00,120494,38939,24,34.6,42.9,6.139504,64
1/19/2014 18:00,81077,28980,16.5,33.7,30.5,6.142267,64
1/19/2014 19:00,114003,35980,23,34.9,36.5,6.145699,64
1/19/2014 20:00,165058,57418,24.3,37.4,53.3,6.151174,64
1/19/2014 21:00,118908,39336,21.8,40.9,36,6.154926,64
1/19/2014 22:00,99424,34270,17.5,38.9,36.3,6.158194,64
1/19/2014 23:00,86775,24955,19.8,28.1,26.4,6.160574,64
1/20/2014 0:00,43266,13181,19,29.8,19.3,6.161831,64
1/20/2014 1:00,22842,7766,15.3,28.5,10.7,6.162572,64
1/20/2014 2:00,4004,1360,12.7,25.5,6.1,6.162701,64
1/20/2014 3:00,800,274,8.1,22.5,6.5,6.162727,64
1/20/2014 4:00,3556,1231,16.6,27.9,8.3,6.162845,64
1/20/2014 5:00,16465,5604,17.1,28,12.2,6.163379,64
1/20/2014 6:00,2160,711,16.6,31.1,8.5,6.163447,64
1/20/2014 7:00,66759,22423,19.4,34,25.7,6.165586,64
1/20/2014 8:00,71742,24441,19,27.8,27.3,6.167916,64
1/20/2014 9:00,138541,44097,26.1,37,43.5,6.172122,64
1/20/2014 10:00,158015,56640,29.5,37.9,54.8,6.177523,64
1/20/2014 11:00,159676,49033,21.6,39.3,43.2,6.1822,64
1/20/2014 12:00,163027,56115,25.7,37.6,51.5,6.187551,64
1/20/2014 13:00,149584,50065,26,38.1,50,6.192326,64
1/20/2014 14:00,171077,56266,27.5,40,53.3,6.197692,64
1/20/2014 15:00,145477,46743,25.8,40.5,44.4,6.202149,64
1/20/2014 16:00,187801,64713,26.9,43.1,56,6.208321,64
1/20/2014 17:00,153471,55259,18.8,45.4,50.9,6.213591,64
1/20/2014 18:00,152137,56751,28.8,47.7,52.5,6.219003,64
1/20/2014 19:00,165220,56275,26.2,39.8,51.1,6.22437,64
1/20/2014 20:00,120625,44519,20.2,41.7,46.2,6.228616,64
1/20/2014 21:00,193524,60300,24.4,48.6,55,6.234366,64
1/20/2014 22:00,130112,43442,14.5,35.6,43.5,6.238509,64
1/20/2014 23:00,84073,26812,23.1,30.2,28.9,6.241066,64
1/21/2014 0:00,52759,17792,20.3,31.6,20.4,6.242763,64
1/21/2014 1:00,24386,7775,17.4,28.8,12.3,6.243504,64
1/21/2014 2:00,6302,1928,15.4,26.4,11.9,6.243688,64
1/21/2014 3:00,1253,377,15.2,23.7,10.3,6.243724,64
1/21/2014 4:00,4776,1621,19.9,19.7,10.1,6.243879,64
1/21/2014 5:00,16233,4892,18.6,29.5,10.7,6.244345,64
1/21/2014 6:00,27568,10924,13.6,25.8,16.2,6.245387,64
1/21/2014 7:00,52029,17888,19.2,33.8,20.1,6.247093,64
1/21/2014 8:00,60449,20158,16,29.8,26,6.249015,64
1/21/2014 9:00,108721,35683,17.7,47.1,37.8,6.252418,64
1/21/2014 10:00,145541,47335,22.9,39.3,44.1,6.256933,64
1/21/2014 11:00,179876,59023,25.7,44.6,53.8,6.262562,64
1/21/2014 12:00,170948,55472,23,42.7,53.4,6.267852,64
1/21/2014 13:00,175242,55425,25.9,45.1,51.5,6.273138,64
1/21/2014 14:00,176220,55408,28.4,49.7,49.1,6.278422,64
1/21/2014 15:00,115916,38453,25.4,33.8,38.6,6.282089,64
1/21/2014 16:00,129794,46227,17.8,40.6,44.2,6.286497,64
1/21/2014 17:00,138493,51503,14.3,41.6,49.1,6.291409,64
1/21/2014 18:00,139378,46720,22.8,38.9,45.4,6.295865,64
1/21/2014 19:00,178777,52746,25.2,36.1,48.4,6.300895,64
1/21/2014 20:00,160787,54878,20.6,39.8,50.5,6.306128,64
1/21/2014 21:00,175759,49586,23.7,39,45.3,6.310857,64
1/21/2014 22:00,128504,47768,26.8,38.1,44,6.315413,64
1/21/2014 23:00,78661,27569,24.4,32.3,29.7,6.318042,64
1/22/2014 0:00,59390,18133,23.5,30.7,22.1,6.319771,64
1/22/2014 1:00,23082,7414,16,26,10.2,6.320478,64
1/22/2014 2:00,4740,1530,15.9,22.4,8.8,6.320624,64
1/22/2014 3:00,1199,416,13.9,32.4,12,6.320664,64
1/22/2014 4:00,4138,1497,13.2,21.5,9.9,6.320807,64
1/22/2014 5:00,16284,5100,20.3,26.9,10.8,6.321293,64
1/22/2014 6:00,24636,9105,19.8,26.2,14.7,6.322161,64
1/22/2014 7:00,76183,24374,19.4,33.3,28.4,6.324486,64
1/22/2014 8:00,74279,24864,19,32.3,24.9,6.326857,64
1/22/2014 9:00,168487,52032,24.4,37.7,51.7,6.331819,64
1/22/2014 10:00,179699,65554,27.6,48.3,63.1,6.338071,64
1/22/2014 11:00,133650,50952,24.3,42.5,45.2,6.34293,64
1/22/2014 12:00,141935,47689,23.5,40.3,45.1,6.347478,64
1/22/2014 13:00,175737,57848,26.2,46.7,51.9,6.352995,64
1/22/2014 14:00,191997,63875,26.8,44.9,58.9,6.359087,64
1/22/2014 15:00,140480,50647,23.4,40.1,49.3,6.363917,64
1/22/2014 16:00,151442,49721,23.7,42,45.5,6.368658,64
1/22/2014 17:00,128237,40759,21.2,34.9,38.8,6.372545,64
1/22/2014 18:00,161766,51029,26.1,41.1,47.9,6.377412,64
1/22/2014 19:00,128171,43798,22,33,41.5,6.381589,64
1/22/2014 20:00,150298,46726,21.4,40.3,43.5,6.386045,64
1/22/2014 21:00,126377,43989,19.8,36.4,37.2,6.39024,64
1/22/2014 22:00,133510,46762,24,43.1,45.5,6.3947,64
1/22/2014 23:00,85093,26845,20.4,32,31.9,6.39726,64
1/23/2014 0:00,42556,14147,14.7,29.4,18.8,6.398609,64
1/23/2014 1:00,30239,9547,18,26.7,12.6,6.399519,64
1/23/2014 2:00,5185,1705,15.6,21.5,7.7,6.399682,64
1/23/2014 3:00,961,348,12.7,33,6.7,6.399715,64
1/23/2014 4:00,7292,2449,21,24.1,8,6.399949,64
1/23/2014 5:00,21915,7533,15,28.4,11.1,6.400667,64
1/23/2014 6:00,64882,22158,21,27,24.4,6.40278,64
1/23/2014 7:00,79032,29331,18.4,34.8,30.3,6.405577,64
1/23/2014 8:00,132843,42112,23.8,35,46.1,6.409594,64
1/23/2014 9:00,236225,76138,24.8,45.6,69.8,6.416855,64
1/23/2014 10:00,324673,109024,35.3,58.3,95.7,6.427252,64
1/23/2014 11:00,348244,114538,36.1,56.7,98.2,6.438175,64
1/23/2014 12:00,384247,124239,30.6,58.1,100,6.450024,64
1/23/2014 13:00,306111,103414,29.9,52.4,89,6.459886,64
1/23/2014 14:00,269284,98017,29.9,54.6,85.7,6.469234,64
1/23/2014 15:00,316877,95717,30.9,51.8,85.9,6.478362,64
1/23/2014 16:00,294898,101327,32.1,48.6,90.8,6.488025,64
1/23/2014 17:00,225485,83898,30.7,49.7,74.1,6.496026,64
1/23/2014 18:00,276503,83049,26.3,48.6,71.4,6.503946,64
1/23/2014 19:00,250312,79031,31.8,50.7,70.6,6.511483,64
1/23/2014 20:00,188516,67412,29.4,43,64,6.517912,64
1/23/2014 21:00,188909,71574,23.8,41.1,66.6,6.524738,64
1/23/2014 22:00,148104,51258,23.8,37.5,50.4,6.529626,64
1/23/2014 23:00,89555,29896,19.6,34.3,27.7,6.532478,64
1/24/2014 0:00,40878,13772,21.4,32.9,15.6,6.533791,64
1/24/2014 1:00,22385,8521,14.7,28,11.5,6.534604,64
1/24/2014 2:00,6535,2167,16.1,29.9,8.4,6.53481,64
1/24/2014 3:00,1559,495,10.8,28.1,6.3,6.534857,64
1/24/2014 4:00,6806,1913,15.8,25.1,4.8,6.53504,64
1/24/2014 5:00,14002,4877,14.9,26.7,9.6,6.535505,64
1/24/2014 6:00,54931,17903,18.5,30.6,22.7,6.537212,64
1/24/2014 7:00,49231,18505,12.9,29.4,22.8,6.538977,64
1/24/2014 8:00,83135,27951,18.4,36.4,31,6.541643,64
1/24/2014 9:00,113721,38086,23.3,35.6,37.4,6.545275,64
1/24/2014 10:00,169682,52118,23.6,44.6,47.8,6.550245,64
1/24/2014 11:00,149311,48698,27.1,36.9,50.6,6.55489,64
1/24/2014 12:00,176041,59496,25.3,37,54.3,6.560564,64
1/24/2014 13:00,134458,44586,22.1,37.6,44.6,6.564816,64
1/24/2014 14:00,120268,40488,18,38.8,35,6.568677,64
1/24/2014 15:00,131407,46555,25.3,35.3,46,6.573117,64
1/24/2014 16:00,154517,54103,25.8,43.8,52.7,6.578276,64
1/24/2014 17:00,130587,40729,27.2,31.2,39.5,6.582161,64
1/24/2014 18:00,146755,50264,22.2,37.2,49.1,6.586954,64
1/24/2014 19:00,140001,46745,22,39.2,47,6.591412,64
1/24/2014 20:00,126184,43634,23.2,38.8,40.2,6.595573,64
1/24/2014 21:00,130984,43156,14.9,36.2,40.8,6.599689,64
1/24/2014 22:00,106417,35848,17.8,28.1,36.9,6.603108,64
1/24/2014 23:00,77388,26215,22,28,32.9,6.605608,64
1/25/2014 0:00,39609,13530,12.1,31.1,16.8,6.606898,64
1/25/2014 1:00,22093,7118,13.4,29.9,12,6.607577,64
1/25/2014 2:00,3627,1126,12.2,24.4,4.9,6.607684,64
1/25/2014 3:00,904,298,15.8,22.3,6,6.607713,64
1/25/2014 4:00,4638,1572,17.9,20.5,1.9,6.607863,64
1/25/2014 5:00,13893,4851,22.6,21.1,13.8,6.608325,64
1/25/2014 6:00,22003,6798,12.4,26.4,9,6.608974,64
1/25/2014 7:00,55509,18200,19.1,29.9,19.6,6.610709,64
1/25/2014 8:00,73012,26548,21.7,34.3,27.6,6.613241,64
1/25/2014 9:00,70115,25775,13.4,30.1,28,6.615699,64
1/25/2014 10:00,152317,47672,24.9,37.1,43.7,6.620246,64
1/25/2014 11:00,150956,50434,15.9,43.9,52.9,6.625055,64
1/25/2014 12:00,159067,55785,23.2,41.3,49.7,6.630375,64
1/25/2014 13:00,188803,53748,31.5,41.2,49.6,6.635501,64
1/25/2014 14:00,152090,49172,21.1,38.4,48.6,6.640191,64
1/25/2014 15:00,121785,40951,24.2,35.9,40,6.644096,64
1/25/2014 16:00,90594,31302,20.7,35.2,33.6,6.647081,64
1/25/2014 17:00,53527,19062,15.1,33.4,19.6,6.648899,64
1/25/2014 18:00,131294,42853,19.3,40.6,41.3,6.652986,64
1/25/2014 19:00,61029,22232,20.7,31.4,27.9,6.655106,64
1/25/2014 20:00,108307,32717,23.6,36,33.2,6.658226,64
1/25/2014 21:00,100816,34102,22.1,34.4,34.7,6.661478,64
1/25/2014 22:00,76363,26673,20.8,33.3,29.8,6.664022,64
1/25/2014 23:00,54673,19941,18.2,26.7,18.6,6.665924,64
1/26/2014 0:00,49654,15522,20.4,27,17.9,6.667404,64
1/26/2014 1:00,26843,8852,24.1,29.7,15,6.668248,64
1/26/2014 2:00,3021,988,13.6,26,7.3,6.668342,64
1/26/2014 3:00,1363,467,11.9,21.9,7.8,6.668387,64
1/26/2014 4:00,1041,321,15.9,21.6,5,6.668418,64
1/26/2014 5:00,4643,1602,17.6,21.7,9.5,6.66857,64
1/26/2014 6:00,24401,8472,15.4,26.9,14.1,6.669378,64
1/26/2014 7:00,31533,11112,9,26.5,16.1,6.670438,64
1/26/2014 8:00,36748,11738,16.1,31.1,16.2,6.671558,64
1/26/2014 9:00,62746,20187,18.4,30.4,24.1,6.673483,64
1/26/2014 10:00,89222,33369,21.6,34.5,32.1,6.676665,64
1/26/2014 11:00,113391,38609,21.3,38.1,38.3,6.680347,64
1/26/2014 12:00,147479,48122,29,38.9,46.1,6.684936,64
1/26/2014 13:00,123953,44391,23.2,34.5,41,6.68917,64
1/26/2014 14:00,138598,46604,29.9,36.6,46.6,6.693614,64
1/26/2014 15:00,153801,47672,19.7,32.1,48.2,6.698161,64
1/26/2014 16:00,120760,42250,20.3,41.4,41.5,6.70219,64
1/26/2014 17:00,137677,44488,18,34,43.3,6.706433,64
1/26/2014 18:00,140821,43165,18.2,42.1,38.2,6.710549,64
1/26/2014 19:00,173758,53548,21.8,42.6,51.7,6.715656,64
1/26/2014 20:00,159392,52872,26.9,34.9,48.5,6.720698,64
1/26/2014 21:00,175751,62245,28,35.5,61.7,6.726634,64
1/26/2014 22:00,84369,29526,19.7,28.6,32,6.72945,64
1/26/2014 23:00,76670,22644,14.2,32.8,23.6,6.73161,64
1/27/2014 0:00,47344,16413,12.9,29.5,17.4,6.733175,64
1/27/2014 1:00,29614,9952,15.3,16.9,16,6.734124,64
1/27/2014 2:00,5822,1843,16.4,29.1,5.1,6.7343,64
1/27/2014 3:00,1734,512,12.7,24.8,8.1,6.734349,64
1/27/2014 4:00,5918,1835,14,26.9,6.3,6.734524,64
1/27/2014 5:00,15072,5821,15.1,29.8,8.5,6.735079,64
1/27/2014 6:00,39719,12985,16.4,31.2,20.8,6.736317,64
1/27/2014 7:00,57113,18592,13.9,24.9,18.4,6.73809,64
1/27/2014 8:00,105649,35749,19.4,30.9,37.5,6.7415,64
1/27/2014 9:00,130803,44848,22.1,37.3,42,6.745777,64
1/27/2014 10:00,190214,64254,27.7,41.7,58.3,6.751904,64
1/27/2014 11:00,196560,68362,33.4,48.7,63.5,6.758424,64
1/27/2014 12:00,211922,68423,30.4,42.6,66.2,6.764949,64
1/27/2014 13:00,229851,71021,32.7,48.9,62.5,6.771722,64
1/27/2014 14:00,220965,67725,26.1,43.9,58.2,6.778181,64
1/27/2014 15:00,214018,74502,22.1,47.9,71.4,6.785286,64
1/27/2014 16:00,201413,65800,26.1,48,57.7,6.791561,64
1/27/2014 17:00,156789,55731,22.5,41.7,53.5,6.796876,64
1/27/2014 18:00,150992,52121,26.5,36.6,48.4,6.801847,64
1/27/2014 19:00,168395,58505,22.8,43.3,54,6.807426,64
1/27/2014 20:00,198335,62062,25.6,39.9,54.8,6.813345,64
1/27/2014 21:00,185244,62470,27.7,41,57.7,6.819302,64
1/27/2014 22:00,136989,50691,26.9,33,51.3,6.824137,64
1/27/2014 23:00,84356,29277,20.7,37.7,32,6.826929,64
1/28/2014 0:00,53112,16623,19.6,27.6,20.9,6.828514,64
1/28/2014 1:00,23814,7484,15.7,27,14.2,6.829228,64
1/28/2014 2:00,3411,1206,15.7,28.3,10.7,6.829343,64
1/28/2014 3:00,715,231,15.9,24.1,6.9,6.829365,64
1/28/2014 4:00,4286,1319,8.5,23.9,11.7,6.829491,64
1/28/2014 5:00,8501,2965,9,25.5,12,6.829773,64
1/28/2014 6:00,61837,19111,21.6,34.4,20.7,6.831596,64
1/28/2014 7:00,70408,23463,11.1,32.9,26.6,6.833834,64
1/28/2014 8:00,99495,33525,20.2,34.4,30,6.837031,64
1/28/2014 9:00,122467,43176,24.1,37.5,42.2,6.841148,64
1/28/2014 10:00,197652,61587,27.5,41,55.1,6.847022,64
1/28/2014 11:00,171965,58370,23.4,41.5,52.5,6.852588,64
1/28/2014 12:00,225566,74708,29.2,49.1,69.6,6.859713,64
1/28/2014 13:00,171688,61059,25.9,43.3,54.4,6.865536,64
1/28/2014 14:00,176909,56886,27.6,44.4,50.4,6.870961,64
1/28/2014 15:00,134931,47843,22.7,41,45.2,6.875524,64
1/28/2014 16:00,156886,49177,18.5,36.6,53.6,6.880214,64
1/28/2014 17:00,161813,48451,19.8,37.6,46.5,6.884834,64
1/28/2014 18:00,170269,61180,24.2,43.2,55,6.890669,64
1/28/2014 19:00,174923,56876,22.9,43.1,55.3,6.896093,64
1/28/2014 20:00,170995,57655,27,43,55.3,6.901592,64
1/28/2014 21:00,225855,67061,21.6,47,63,6.907987,64
1/28/2014 22:00,137050,46639,19.3,41.4,44.3,6.912435,64
1/28/2014 23:00,88529,27763,17.4,31.8,30.6,6.915082,64
1/29/2014 0:00,41654,14940,23.3,33.2,20.5,6.916507,64
1/29/2014 1:00,25718,8021,18.3,25.6,11.5,6.917272,64
1/29/2014 2:00,3781,1433,12.5,23.9,10.3,6.917409,64
1/29/2014 3:00,1360,452,14.5,26.5,5.7,6.917452,64
1/29/2014 4:00,6581,2041,19.6,29.5,10.4,6.917647,64
1/29/2014 5:00,16352,5336,20.3,22.1,10.3,6.918155,64
1/29/2014 6:00,44722,14005,17.1,29,19.4,6.919491,64
1/29/2014 7:00,97912,31074,16.9,37.5,30,6.922454,64
1/29/2014 8:00,88984,32329,19.6,33.8,33.8,6.925538,64
1/29/2014 9:00,148127,46510,24.4,41.1,41.1,6.929973,64
1/29/2014 10:00,169254,58368,26.2,40.4,57.4,6.93554,64
1/29/2014 11:00,202516,63213,25.6,48.3,56.4,6.941568,64
1/29/2014 12:00,217357,70104,26.8,40.3,64,6.948254,64
1/29/2014 13:00,191870,59011,22.3,49.8,55.8,6.953881,64
1/29/2014 14:00,169444,57149,22.6,41.5,52.2,6.959331,64
1/29/2014 15:00,145455,49798,24.9,40.6,50.2,6.964081,64
1/29/2014 16:00,178134,58465,22.6,44.5,56.1,6.969656,64
1/29/2014 17:00,155128,51668,27.2,40.3,49,6.974584,64
1/29/2014 18:00,162483,53270,18.5,40.6,47.1,6.979664,64
1/29/2014 19:00,183557,63355,25.8,45.7,61.2,6.985706,64
1/29/2014 20:00,211549,59407,25.4,41.9,52.2,6.991371,64
1/29/2014 21:00,183902,62490,24.7,38.1,56.7,6.997331,64
1/29/2014 22:00,145210,52977,31.6,41.4,52.7,7.002383,64
1/29/2014 23:00,91636,29324,21.8,35.5,27.9,7.00518,64
1/30/2014 0:00,50265,17889,19.7,32.3,21.5,7.006886,64
1/30/2014 1:00,28973,9156,10.9,28.1,13.1,7.007759,64
1/30/2014 2:00,3582,1093,10.5,30.4,8.2,7.007863,64
1/30/2014 3:00,733,235,12.9,19.3,7.7,7.007886,64
1/30/2014 4:00,3647,1374,17.6,25.4,5.7,7.008017,64
1/30/2014 5:00,14195,4290,11.5,30.7,7.9,7.008426,64
1/30/2014 6:00,27409,9353,12.4,27.5,10.6,7.009318,64
1/30/2014 7:00,55071,18329,22,28,23.5,7.011066,64
1/30/2014 8:00,87891,28464,16.2,30.4,34,7.01378,64
1/30/2014 9:00,154031,51384,27.1,39.7,48.8,7.018681,64
1/30/2014 10:00,168160,57746,27.4,43.8,50.7,7.024188,64
1/30/2014 11:00,188834,65818,17.9,44.8,57.8,7.030465,64
1/30/2014 12:00,241949,69995,25.8,39.2,66.2,7.03714,64
1/30/2014 13:00,207852,71861,24.2,42.6,67.2,7.043993,64
1/30/2014 14:00,165111,55784,28.2,41.8,52.5,7.049313,64
1/30/2014 15:00,159026,51709,19.2,42.8,48.1,7.054244,64
1/30/2014 16:00,211483,69858,31.3,45.4,64.5,7.060907,64
1/30/2014 17:00,149356,54143,20.4,36.4,51.6,7.06607,64
1/30/2014 18:00,158023,52761,21.7,41.1,50.3,7.071102,64
1/30/2014 19:00,208608,67383,28.4,44.1,62.8,7.077528,64
1/30/2014 20:00,166360,54034,20.2,35.9,48.9,7.082681,64
1/30/2014 21:00,197575,60680,27.6,42.8,57.7,7.088468,64
1/30/2014 22:00,145714,53536,23.6,40.7,50.4,7.093573,64
1/30/2014 23:00,86587,29170,14.8,36.1,29.6,7.096355,64
1/31/2014 0:00,48974,17556,19.7,24.6,25.3,7.09803,64
1/31/2014 1:00,26209,8541,19.1,31.3,11.8,7.098844,64
1/31/2014 2:00,7038,2506,14,23.9,10.4,7.099083,64
1/31/2014 3:00,1208,380,13.6,31.9,4.5,7.099119,64
1/31/2014 4:00,4225,1401,20.4,34,10.3,7.099253,64
1/31/2014 5:00,15909,5216,11.6,24.2,9.1,7.09975,64
1/31/2014 6:00,37478,12360,17.2,35.6,18.3,7.100929,64
1/31/2014 7:00,50369,16970,17.7,33,21.4,7.102548,64
1/31/2014 8:00,103101,30889,16.4,29.3,31.2,7.105493,64
1/31/2014 9:00,117262,41819,25.8,40.6,38.8,7.109482,64
1/31/2014 10:00,123744,46680,21.2,36.8,45,7.113933,64
1/31/2014 11:00,164858,59760,24.2,40.5,53,7.119632,64
1/31/2014 12:00,191032,67829,30.3,44.3,59.3,7.126101,64
1/31/2014 13:00,163500,60210,27.2,46.3,60.8,7.131843,64
1/31/2014 14:00,190626,68152,25.3,36.4,63.3,7.138343,64
1/31/2014 15:00,144892,45739,25.9,41.6,43.1,7.142705,64
1/31/2014 16:00,141949,52146,27.2,36.9,48,7.147678,64
1/31/2014 17:00,155901,55620,26.5,43.8,50.7,7.152982,64
1/31/2014 18:00,132031,49339,26,36.1,44.1,7.157687,64
1/31/2014 19:00,154628,47436,21.1,41.3,43.4,7.162211,64
1/31/2014 20:00,133182,47552,21.8,40.6,49.7,7.166746,64
1/31/2014 21:00,174937,56466,22.9,43.7,52,7.172131,64
1/31/2014 22:00,156628,48294,26.9,42.1,44.1,7.176737,64
1/31/2014 23:00,83887,29568,17.7,31.8,29.1,7.179557,64
2/1/2014 0:00,50606,17789,17.4,30.9,21.6,7.181253,64
2/1/2014 1:00,26741,8755,18.6,24.3,15,7.182088,64
2/1/2014 2:00,4806,1462,14.9,27.7,7.5,7.182227,64
2/1/2014 3:00,777,278,16.9,25.6,5.8,7.182254,64
2/1/2014 4:00,3626,1220,16.5,23.6,7.9,7.18237,64
2/1/2014 5:00,19285,6212,19.5,25.3,15.8,7.182963,64
2/1/2014 6:00,26585,8779,15.5,31.9,13.6,7.1838,64
2/1/2014 7:00,33124,10532,19.5,30.8,11.3,7.184804,64
2/1/2014 8:00,67778,24769,24.3,35,29.5,7.187167,64
2/1/2014 9:00,161724,52112,25.2,37.6,52.1,7.192136,64
2/1/2014 10:00,151852,50203,29.2,38.4,47,7.196924,64
2/1/2014 11:00,148175,48980,24.5,36.5,44.9,7.201595,64
2/1/2014 12:00,144439,55061,24.8,43,50.8,7.206846,64
2/1/2014 13:00,148620,50831,22.4,40.5,42.9,7.211694,64
2/1/2014 14:00,146247,47352,22.9,39.8,42.7,7.21621,64
2/1/2014 15:00,132416,42114,24.1,39.7,41.2,7.220226,64
2/1/2014 16:00,127591,41191,23.9,37.6,38.2,7.224154,64
2/1/2014 17:00,151055,46704,22.7,38.3,42.3,7.228608,64
2/1/2014 18:00,65786,23915,14.3,33.1,26.4,7.230889,64
2/1/2014 19:00,97168,34100,21.5,35,35.6,7.234141,64
2/1/2014 20:00,111833,34166,15.8,32.6,30.5,7.237399,64
2/1/2014 21:00,114285,36730,22.3,34,40.7,7.240902,64
2/1/2014 22:00,60994,22058,15.8,29.8,25.1,7.243006,64
2/1/2014 23:00,62951,21903,18.1,27.8,21.1,7.245095,64
2/2/2014 0:00,55844,17527,22.5,28.1,17.3,7.246766,64
2/2/2014 1:00,29940,9014,15.7,26.2,13.1,7.247626,64
2/2/2014 2:00,6766,2362,18.1,25.2,8.8,7.247851,64
2/2/2014 3:00,788,299,14.2,21.8,9.2,7.24788,64
2/2/2014 4:00,1601,499,11.1,23,8.1,7.247927,64
2/2/2014 5:00,10232,3469,19.1,21.4,11.6,7.248258,64
2/2/2014 6:00,1150,403,12.2,21.6,10.9,7.248297,64
2/2/2014 7:00,40628,13280,15.9,31.5,18.2,7.249563,64
2/2/2014 8:00,44812,15020,17.2,27.8,16.8,7.250995,64
2/2/2014 9:00,73977,24510,16.9,32.1,29,7.253333,64
2/2/2014 10:00,112255,38875,17.2,39,38.4,7.25704,64
2/2/2014 11:00,118538,45209,24.7,35.6,42.2,7.261352,64
2/2/2014 12:00,174064,57156,25.1,44.5,53.3,7.266803,64
2/2/2014 13:00,194107,61248,23.3,46.2,57.2,7.272644,64
2/2/2014 14:00,150590,48410,21.8,45.7,47.6,7.27726,64
2/2/2014 15:00,123887,42015,20.7,34.5,39.9,7.281267,64
2/2/2014 16:00,97809,29649,19,32.7,27.9,7.284095,64
2/2/2014 17:00,175737,59792,24.6,41.5,57.8,7.289797,64
2/2/2014 18:00,134574,45590,20.8,38.8,44.2,7.294145,64
2/2/2014 19:00,173349,52247,23.9,39.8,50.6,7.299127,64
2/2/2014 20:00,162235,49798,24.1,45.3,49.1,7.303877,64
